작업 ID,대상 화면,부서,핵심 카테고리,현재 문제점,구체적 개선안,예상 기대효과,작업 상태,관련 코드 파일
SCR-12-14,환경설정 & 계정/보상 센터 (SettingRewardView),디자인,사용성,기기 크기/손가락 굵기/보호필름 차이로 카드 스와이프 오인식이 발생하나 감도를 조절하고 테스트할 UI 부재.,"100dvh 화면에서 직접 조작하며 스와이프 민감도, 롱프레스 인식 시간, 햅틱 세기를 즉시 테스트/조율하는 '인터랙티브 터치 캘리브레이션 패드' 구축.","모바일 터치 오인식 불만 80% 감소, 조작 실패로 인한 게임 패배 방지 및 개인 맞춤형 터치 조작 만족도 대폭 향상.",작업대기,"src/views/SettingRewardView.tsx, src/components/TouchCalibrationPad.tsx, src/lib/GestureSensitivityManager.ts"
SCR-12-15,환경설정 & 계정/보상 센터 (SettingRewardView),기획,과금전환,"계정 센터 방문 시 단순 정보 확인 외 지속 방문 동기가 부족하고, 장기 누적 플레이 유저의 충성도에 보답하는 특별 보상 기전 결여.","누적 로그인/레벨에 따라 잠금 해제되는 '계정 비밀 금고(Secret Vault)' 신설 및 한정 3D 아바타/선택권 90% 특가 획득 '마스터 키 팩(1,900원)' 타임딜 연동.","장기 유저의 계정 센터 월간 방문율 65% 증가, 시크릿 볼트 열쇠 패키지 결제 전환율 7.3% 달성 및 록인 효과 극대화.",작업대기,"src/views/SettingRewardView.tsx, src/components/SecretVaultModal.tsx, src/views/ShopView.tsx"
SCR-01-16,메인 로비 & 홈 (HomeView),개발,성능,대용량 한글 게임 폰트 다운로드 지연으로 FOIT 텍스트 깜빡임 발생 및 폰트 로드 시 너비 변화로 CLS(>0.15)와 50ms 렌더 렉 발생.,인라인 WOFF2 유니코드 서브셋 폰트 사전 로딩 및 font-display: optional과 size-adjust 매트릭스 매칭으로 레이아웃 흔들림(CLS 0.000)을 차단하는 60fps 엔진 구축.,"첫 진입 텍스트 렌더링 시간 75% 단축(800ms -> 120ms), CLS 수치 0 달성 및 모바일 초기 체감 품질 극대화.",작업대기,"src/views/HomeView.tsx, src/theme/FontSubsetting.css, vite.config.ts"
SCR-01-17,메인 로비 & 홈 (HomeView),디자인,사용성,접속 중인 친구/길드원을 확인하고 배틀/레이드를 하려면 소셜 메뉴로 이동해야 해 협동 진입 동선이 길고 즉시성 부족.,로비 우측 가장자리에 실시간 접속 친구 미니 아바타가 떠다니는 '플로팅 소셜 버블(44px)' 구축 및 버블을 배틀 버튼으로 드래그 시 즉시 파티 초대가 발송되는 원핸드 UX 구축.,"파티 결성 소요 시간 70% 단축(3단계 화면 이동 -> 1드래그), 소셜 플레이 유저 활성도 45% 증가.",작업대기,"src/views/HomeView.tsx, src/components/FloatingSocialBubbles.tsx, src/components/DragToInviteGesture.tsx"
SCR-01-18,메인 로비 & 홈 (HomeView),기획,과금전환,유저의 현실 기상 환경(비/눈)과의 상호작용 요소가 없어 단절감이 느껴지며 기상 변화에 맞춘 감성적 타임 세일 장치 부재.,현지 기상 API 연동으로 비/눈 올 때 로비에 빗소리/눈꽃 파티클과 함께 '감성 우천 핫타임(골드 +30%)' 발동 및 비 오는 날 한정 70% 특가 '레인 드롭 스킨 팩(990원)' 연동.,"악천후 시 모바일 유저 접속률 35% 상승, 날씨 연동 감성 패키지 결제 전환율 6.8% 달성 및 현실-가상 융합 몰입도 극대화.",작업대기,"src/views/HomeView.tsx, src/components/WeatherAtmosphereEffect.tsx, src/views/ShopView.tsx"
SCR-02-16,배틀 아레나 (PlayGameView),개발,성능,전화 수신/알림 확인 등 1~2초 백그라운드 전환 후 복귀 시 타이머 중단으로 1초 이상 화면 프리징 및 패킷 폭풍 끊김 발생.,턴 동기화를 WASM 고정 틱 파이프라인으로 이관하고 지연 이벤트를 0ms 내에 쾌속 압축 재생(Fast-Forward)하는 60fps 무지연 복구 엔진 구축.,"앱 전환 후 배틀 복귀 프리징 제로화, 네트워크 재동기화 실패율 95% 방어 및 60fps 무지연 전투 연속성 유지.",작업대기,"src/views/PlayGameView.tsx, src/wasm/TurnSyncEngine.wasm, src/lib/FastForwardCatchup.ts"
SCR-02-17,배틀 아레나 (PlayGameView),디자인,사용성,"카드 발동 전 예상 데미지 계산이 어려워 제한 시간 내 암산 피로도가 높고, 우측 상단 턴 종료 버튼이 멀어 한 손 조작 불편.",카드 홀드 즉시 적 체력에 예상 감쇄량을 보여주는 '스마트 데미지 고스트 게이지' 및 하단 Thumb Zone에 엄지 스와이프로 턴을 넘기는 '원핸드 턴 종료 바(48px)' 구축.,"턴당 카드 계산 시간 50% 단축(25초 -> 12초), 턴 종료 오터치 90% 방지 및 한 손 배틀 쾌적성 극대화.",작업대기,"src/views/PlayGameView.tsx, src/components/GhostDamageCalculator.tsx, src/components/SwipeEndTurnBar.tsx"
SCR-02-18,배틀 아레나 (PlayGameView),기획,과금전환,한 턴에 카드를 3장 이상 연속 사용하는 콤보 플레이 시에도 개별 연출만 재생되어 연속 공격의 리드미컬한 쾌감(도파민) 결여.,연속 발동 시 테두리가 불타오르며 배수가 증가하는 '배틀 피버 콤보 시스템' 신설 및 5연타 달성 시 마지막 공격력 2배 '마나 과충전 콤보 젬(400원)' 연동.,"콤보 성공 시 도파민 피크 극대화, 배틀 중 콤보 젬 결제 전환율 6.4% 달성 및 한 턴 역전 몰입감 강화.",작업대기,"src/views/PlayGameView.tsx, src/components/BattleComboFeverOverlay.tsx, src/views/ShopView.tsx"
SCR-03-16,마이덱 & 카드 관리 (MyDeckView),개발,성능,500장 이상 일러스트 초고속 스크롤 시 메인 스레드 디코딩 병목으로 120ms 정체 및 VRAM 300MB 치솟아 브라우저 크래시 발생.,createImageBitmap 및 Worker 기반 비동기 하드웨어 디코딩을 구축하고 뷰포트 밖 텍스처를 50ms 내 VRAM에서 언바인드하는 동적 재활용 풀 구현.,"초고속 스크롤 시 VRAM 65% 절감(320MB -> 110MB), 스크롤 프레임 드랍 제로화 및 모바일 브라우저 크래시 100% 방지.",작업대기,"src/views/MyDeckView.tsx, src/workers/ImageDecoderWorker.ts, src/lib/GpuVramManager.ts"
SCR-03-17,마이덱 & 카드 관리 (MyDeckView),디자인,사용성,현재 메타 강적 덱에 대응하는 카운터 덱을 짤 때 상성을 일일이 계산해야 해 100dvh 환경에서 덱 편성 진입 장벽 존재.,100dvh 하단에 최근 패배 덱을 분석해 내 인벤토리 기준 최적 카운터 카드를 1초 만에 꽂아주는 '1-Tap AI 카운터 빌더 바텀시트(48px)' 및 덱 퀵 클론 버튼 구축.,"카운터 덱 편성 시간 70% 단축(5분 -> 1.5분), 초중급 유저 상성 대응 승률 35% 개선 및 덱 실험 편의성 극대화.",작업대기,"src/views/MyDeckView.tsx, src/components/AiCounterDeckSheet.tsx, src/components/QuickDeckCloneButton.tsx"
SCR-03-18,마이덱 & 카드 관리 (MyDeckView),기획,과금전환,동일 카드 5장 풀돌파 최고 레벨 도달 시에도 단순 수치만 상승해 최종 성장 단계에서의 감성적 만족감과 육성 종결 성취감 부족.,"5성 풀돌파 시 숨 쉬고 움직이는 '풀 애니메이션 Live2D 초월 각성 일러스트' 및 전용 음성 해금 및 달성 즉시 '초월 기념 축하 패키지(1,200원)' 플래시 세일 연동.","중복 카드 수집 및 한계돌파 욕구 60% 증가, 초월 달성 후 축하 패키지 결제 전환율 7.1% 달성 및 카드 애착도 극대화.",작업대기,"src/views/MyDeckView.tsx, src/components/AwakeningLive2DViewer.tsx, src/views/ShopView.tsx"
SCR-04-16,상점 & 가챠 (ShopView),개발,성능,10연속 소환 직후 10장 카드의 공중 분산 및 물리 회전 시 CPU 연산 병목으로 25fps 이하 프레임 드랍 및 화면 튐 발생.,카드 충돌 및 회전 물리 연산을 Web Worker 기반 Verlet 적분 루프로 분리하고 WebGL 인스턴스 셰이더 단일 드로우 콜로 60fps 무감속 리얼 물리 연출 구현.,"카드 개봉 물리 연출 중 60fps 완벽 방어, 메인 스레드 부하 85% 절감 및 모바일 발열 30% 감소.",작업대기,"src/views/ShopView.tsx, src/workers/CardPhysicsVerletWorker.ts, src/components/GachaPhysicsScatterCanvas.tsx"
SCR-04-17,상점 & 가챠 (ShopView),디자인,사용성,"10장 카드를 일일이 탭해 뒤집는 조작이 피로하고, 단순 버튼식 '모두 열기'는 연출 감동 없이 그리드로 전환되어 허탈감 유발.",두 손가락 핀치 아웃 제스처 시 10장의 카드가 일제히 빛나며 뒤집히는 '인터랙티브 핀치 플립' 연출 및 원하는 카드를 즉시 덱으로 보내는 48px '원터치 킵 바텀시트' 구축.,"결과 확인 시간 50% 단축, 핀치 제스처 개봉 손맛 만족도 70% 향상 및 덱 장착 동선 간소화.",작업대기,"src/views/ShopView.tsx, src/components/PinchFlipCardScatter.tsx, src/components/QuickKeepBottomSheet.tsx"
SCR-04-18,상점 & 가챠 (ShopView),기획,과금전환,유저 개인의 소환 시도가 고립된 개인 행위로 끝나 전 서버적인 축제 분위기나 소셜 기대감 형성 부족.,"전 서버 소환 누적 시 차오르는 '황금 알 게이지' 100% 충전 시 1시간 무료 소환 및 확률 2배 피버 타임 발동, 피버 전용 '황금 알 폭발 특가팩(1,500원)' 연동.","상점 동시 접속자 수 2.8배 급증, 피버 타임 발생 시 분당 결제액 4배 상승 및 특가 패키지 결제 전환율 7.2% 달성.",작업대기,"src/views/ShopView.tsx, src/components/GoldenEggFestivalModal.tsx, src/views/ShopView.tsx"
SCR-05-16,카드 마켓플레이스 (CardMarketplaceView),개발,성능,초당 수백 건의 호가 변동 및 체결 틱 유입 시 React Props 오버헤드로 메인 스레드 80ms 블로킹 및 스크롤 버벅임 발생.,호가창 및 체결 티커를 Canvas 2D WebGL 하이브리드 엔진으로 분리하고 SharedArrayBuffer 기반 제로 카피 큐로 동기화하여 60fps 무감속 렌더링 구현.,"초고속 호가 변동 시 메인 스레드 CPU 부하 75% 절감, 스크롤 프레임 드랍 제로화 및 모바일 기기 발열 35% 감소.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/OrderBookHybridCanvas.tsx, src/lib/SharedArrayBufferQueue.ts"
SCR-05-17,카드 마켓플레이스 (CardMarketplaceView),디자인,사용성,중복 카드 판매 시 시장 최저가를 일일이 조회하고 한 장씩 출품해야 해 100dvh 화면에서 출품 동선이 길고 가격 책정 피로도 누적.,상단에 내 인벤토리 총 가치를 실시간 시세로 환산하는 '포트폴리오 트래커 HUD' 제공 및 중복 카드를 최저가 -1%로 즉시 등록하는 '1-Tap 스마트 일괄 출품 바텀시트(48px)' 구축.,"카드 다량 출품 소요 시간 80% 단축(5분 -> 1분), 마켓 매물 등록 활성화율 50% 증가 및 출품 실수 방지.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/PortfolioValueTrackerHUD.tsx, src/components/QuickBatchListingSheet.tsx"
SCR-05-18,카드 마켓플레이스 (CardMarketplaceView),기획,과금전환,고가치 카드를 매각하지 않고 급하게 재화를 마련하고 싶은 유저를 위한 단기 유동성 금융 기전 부재.,SSR 카드를 맡기고 시세의 70%를 즉시 대출받는 '카드 폰샵(전당포)' 신설 및 상환 기한 마감 시 담보 카드를 안전 회수하는 '긴급 담보 보호 리파이낸싱 패키지(990원)' 연동.,"유저 인게임 자금 회전율 45% 상승, 긴급 자금 필요 유저의 폰샵 패키지 결제 전환율 6.8% 달성 및 카드 보존 만족도 극대화.",작업대기,"src/views/CardMarketplaceView.tsx, src/components/CardPawnShopModal.tsx, src/views/ShopView.tsx"
SCR-06-16,가상 주식 거래소 (StockMarketView),개발,성능,50개 이상 종목 리스트의 미니 차트가 개별 Canvas/SVG로 그려질 때 50회 이상 드로우 콜 및 DOM 리페인트로 25fps 이하 스크롤 렉 발생.,"전 종목 시세를 단일 2D 텍스처 아틀라스로 16.6ms 주기로 묶어 베이킹하고, WebGL 인스턴스 렌더링으로 1회 단일 드로우 콜 일괄 출력 파이프라인 구축.","종목 목록 동시 렌더링 시 드로우 콜 98% 절감(50회 -> 1회), 메모리 60% 절감 및 모바일 60fps 무지연 스크롤 완벽 유지.",작업대기,"src/views/StockMarketView.tsx, src/components/MultiStockAtlasCanvas.tsx, src/lib/StockTextureBaker.ts"
SCR-06-17,가상 주식 거래소 (StockMarketView),디자인,사용성,100dvh 작은 차트에서 OHLC 정밀 조회 및 목표 알림가 지정 시 손가락에 시야가 가려져 조준이 어긋나고 수동 타이핑 번거로움.,캔들 피크에 십자선이 자석처럼 붙는 '마그네틱 스냅 크로스헤어' 및 십자선 핀을 위아래로 끌어다 놓아 즉시 알림/주문을 등록하는 '드래그-앤-셋(48px)' 구축.,"차트 조회 및 알림 등록 시간 65% 단축(30초 -> 10초), 터치 오조준율 85% 감소 및 모바일 차트 조작 만족도 극대화.",작업대기,"src/views/StockMarketView.tsx, src/components/MagneticCrosshairOverlay.tsx, src/components/DragAlertPriceSetter.tsx"
SCR-06-18,가상 주식 거래소 (StockMarketView),기획,과금전환,현물 등락폭(+30%~-30%)만으로는 고위험 고수익을 선호하는 헤비 트레이더 유저의 스릴과 폭발적 수익 도파민 충족 한계.,"상승/하락에 3배 베팅하는 '3X 불(Bull) & 베어(Bear) 토큰' 가상 파생상품 신설 및 청산 위기 시 24시간 포지션을 동결하는 '마진콜 프로텍션 실드(1,500원)' 연동.","헤비 트레이더 거래량 3.5배 급증, 거래소 체류 시간 60% 상승 및 마진콜 실드 결제 전환율 7.1% 달성.",작업대기,"src/views/StockMarketView.tsx, src/components/LeverageTokenTradeModal.tsx, src/views/ShopView.tsx"
SCR-07-16,승부 예측 시장 (PredictionMarketView),개발,성능,빅매치 실시간 응원 메시지 폭증 시 DOM 노드 누적으로 120ms 이상 Layout Thrashing 및 20fps 이하 프레임 급락 발생.,채팅 피드를 고성능 2D Canvas 오버레이 티커로 전환하고 화면 밖 텍스처를 16.6ms 내에 즉각 메모리에서 비우는 '자동 디스포저블 캐시 풀' 구축.,"응원 채팅 폭증 시에도 60fps 프레임 100% 방어, DOM 노드 수 90% 절감 및 모바일 발열 35% 감소.",작업대기,"src/views/PredictionMarketView.tsx, src/components/LiveChatCanvasOverlay.tsx, src/lib/ChatTextureDisposablePool.ts"
SCR-07-17,승부 예측 시장 (PredictionMarketView),디자인,사용성,"시간대별 승률/배당률 변화 대조가 어렵고, 여러 베팅 항목(승리, 첫 킬 등) 동시 복합 베팅 시 조작 동선 분산 발생.",엄지 드래그로 중요 사건과 승률 변화를 탐색하는 '인터랙티브 타임라인 스크러버' 및 복수 항목에 금액을 한 번에 배분하는 '1-Tap 멀티 베팅 스플릿 슬라이더(48px)' 구축.,"경기 흐름 파악 및 복합 베팅 소요 시간 60% 단축, 모바일 타임라인 탐색 만족도 55% 향상.",작업대기,"src/views/PredictionMarketView.tsx, src/components/MatchTimelineScrubber.tsx, src/components/MultiBetSplitSlider.tsx"
SCR-07-18,승부 예측 시장 (PredictionMarketView),기획,과금전환,적중률 높은 베테랑 유저의 인사이트가 휘발되어 유료화 기회가 부재하고 초보 유저는 베팅 판단에 막막함을 느낌.,"적중률 80% 이상 상위 1% 구루의 픽을 열람하고 자동 미러 베팅하는 '구루 VIP 인사이트 패스(1,200원)' 및 수수료 공유 크리에이터 이코노미 구축.","초보 유저 예측 참여 지속률 55% 상승, 구루 픽 구독 패스 결제 전환율 7.2% 달성 및 상위 유저 록인 극대화.",작업대기,"src/views/PredictionMarketView.tsx, src/components/GuruInsightsModal.tsx, src/views/ShopView.tsx"
SCR-08-16,소환 & 융합 연구소 (FusionLabView),개발,성능,수천 개 룬 문자/스파크 파티클의 비선형 궤적 연산이 메인 스레드에서 실행되어 80ms 이상 CPU 스파이크 및 20fps 저하 발생.,파티클 물리 궤적 계산을 WASM SIMD 가속 Web Worker로 격리하고 WebGL 인스턴스 텍스처 버퍼에 다이렉트 매핑하여 60fps 무감속 파이프라인 구축.,"융합 연출 시 CPU 점유율 75% 절감, 파티클 연출 중 60fps 유지율 99.5% 확보 및 기기 발열 대폭 완화.",작업대기,"src/views/FusionLabView.tsx, src/workers/ParticleSimdWorker.ts, src/components/MagicCircleCanvas.tsx"
SCR-08-17,소환 & 융합 연구소 (FusionLabView),디자인,사용성,"단순 버튼식 융합은 카드가 합쳐지는 물리적 결합 손맛이 부족하고, 동일 조건 연속 융합 시 재료를 다시 올려야 하는 번거로움 발생.",양손 엄지로 재료 카드를 중앙으로 충돌시키는 '스매시(Smash) 제스처' 햅틱 융합 인터랙션 및 동일 등급 재료를 1초 만에 채우는 '1-Tap 재시도 독(48px)' 구축.,"융합 조작의 몰입 손맛 65% 향상, 연속 융합 조작 시간 60% 단축(30초 -> 12초).",작업대기,"src/views/FusionLabView.tsx, src/components/CardSmashGestureTrigger.tsx, src/components/QuickRetryFusionDock.tsx"
SCR-08-18,소환 & 융합 연구소 (FusionLabView),기획,과금전환,1회 융합 후 결과 카드가 아쉬워도 이를 활용해 즉시 상위 등급으로 도약하는 연쇄 베팅(하이리스크 하이리턴) 기전 부재.,성공 직후 결과 카드를 걸고 50% 확률로 상위 등급으로 진화시키는 '더블 오어 낫싱(Double or Nothing)' 룰렛 연동 및 실패 시 원상 복구하는 '안심 보험 젬(800원)' 연계.,"융합 직후 연쇄 도전율 45% 달성, 실패 방어 보험 젬 결제 전환율 6.8% 신규 창출 및 최고조의 도파민 긴장감 제공.",작업대기,"src/views/FusionLabView.tsx, src/components/DoubleOrNothingModal.tsx, src/views/ShopView.tsx"
SCR-09-16,길드 & 소셜 하우스 (GuildHouseView),개발,성능,레이드 승리 시 50인 길드원의 실시간 이모티콘/폭죽 난사로 DOM 노드 폭증 및 100ms 이상 렉과 15fps 저하 발생.,이모지 파티클을 단일 WebGL/Canvas 오버레이로 전환하고 수천 개 파티클 충돌/물리를 WASM SIMD 배치 파이프라인으로 연산하여 60fps 무감속 연출 구현.,"대규모 이모지 연타 시 메인 스레드 락 제로화, 60fps 완전 유지 및 모바일 기기 발열 40% 감소.",작업대기,"src/views/GuildHouseView.tsx, src/wasm/ParticleBurstEngine.wasm, src/components/GuildEmojiBurstCanvas.tsx"
SCR-09-17,길드 & 소셜 하우스 (GuildHouseView),디자인,사용성,로비 길드원 아바타 중첩 시 타겟팅이 어렵고 1:1 대화/친선전/선물 메뉴 진입까지 여러 번 탭해야 하는 조작 피로도 존재.,아바타 터치 시 4개 퀵 액션이 원형으로 펼쳐지는 '스마트 인터랙션 링(48px)' 및 겹친 유저를 방사형으로 펼쳐 보여주는 '아바타 디스퍼절 포커스 UX' 구축.,"길드원 상호작용 소요 시간 60% 단축, 아바타 오선택률 85% 감소 및 모바일 한 손 친목 만족도 대폭 향상.",작업대기,"src/views/GuildHouseView.tsx, src/components/SmartInteractionRing.tsx, src/components/AvatarDispersalController.tsx"
SCR-09-18,길드 & 소셜 하우스 (GuildHouseView),기획,과금전환,길드원이 모여도 함께 즐길 수 있는 공동 소환 콘텐츠가 없어 로비 몰입도가 떨어지고 길드 차원의 과금 시너지 부재.,"길드원 5명이 마법진에 모여 에너지를 투입해 최고 등급 SSR을 확정 연성하는 '길드 릴레이 합동 소환식' 신설 및 '길드 합동 연성 비약 패키지(1,500원)' 연동.","길드 합동 소환 참여율 50% 달성, 길드 패키지 결제 전환율 6.9% 신규 창출 및 길드 유대감/도파민 극대화.",작업대기,"src/views/GuildHouseView.tsx, src/components/GuildRelayGachaModal.tsx, src/views/ShopView.tsx"
SCR-10-16,랭킹 & 명예의 전당 (LeaderboardView),개발,성능,랭킹 고속 스크롤 시 수천 명의 커스텀 아바타/테두리 디코딩 병목으로 100ms 이상 버벅임 및 25fps 이하 프레임 저하 발생.,아바타 디코딩을 ImageBitmap 비동기 워커로 오프로딩하고 상하 20개 항목을 메모리에 상주시키는 LRU 텍스처 프리로딩 풀을 구축하여 60fps 무감속 스크롤 파이프라인 구현.,"무한 스크롤 시 프레임 유지율 99.8% 달성, 메인 스레드 부하 80% 절감 및 모바일 메모리 스파이크 차단.",작업대기,"src/views/LeaderboardView.tsx, src/workers/AvatarDecodeWorker.ts, src/lib/RankingTexturePool.ts"
SCR-10-17,랭킹 & 명예의 전당 (LeaderboardView),디자인,사용성,상위 랭커들의 승리 배틀 리플레이를 보려면 별도 메뉴로 이동해야 해 동선이 단절되고 경기 핵심 킬 장면 탐색 곤란.,랭킹 항목 우측 스와이프 시 미니 플레이어가 열리는 '1-Tap 리플레이 팝오버' 및 역전 순간을 슬로우모션으로 돌려보는 '인터랙티브 리플레이 스크러버(48px)' 구축.,"랭커 관전 및 연구 접근 시간 70% 단축(4단계 -> 1스와이프), 모바일 관전 몰입도 및 메타 학습 만족도 50% 향상.",작업대기,"src/views/LeaderboardView.tsx, src/components/QuickReplaySheet.tsx, src/components/ReplayScrubberSlider.tsx"
SCR-10-18,랭킹 & 명예의 전당 (LeaderboardView),기획,과금전환,시즌 종료 시점에 상위 1~3위 랭커들이 독보적 업적을 전 서버에 각인하고 과시할 수 있는 상징적 럭셔리 명예 아이템 부재.,"시즌 종료 3일 전 TOP 10 랭커 독점 '시즌 챔피언 월계관 프로필 오라' 경매 신설 및 상위 100위 전용 70% 할인 '그랜드마스터 홀로그램 명예 팩(2,900원)' 연동.","최상위 랭커 간 명예 경쟁 과금 폭발, 시즌 마감 직전 랭커 패키지 결제 전환율 7.5% 달성 및 전 서버 화제성 극대화.",작업대기,"src/views/LeaderboardView.tsx, src/components/ChampionCrownAuctionModal.tsx, src/views/ShopView.tsx"
SCR-11-16,퀘스트 & 업적 센터 (QuestAchievementView),개발,성능,네트워크 불안정 시 보상 수령 버튼 연타로 중복 요청 에러 발생 및 서버 응답 대기(300ms) 동안 수령 상태 미반영 딜레이 발생.,"UUID 멱등성 키 트랜잭션 큐로 중복 요청을 차단하고, 터치 즉시 상태를 선반영(Optimistic Claim)한 뒤 백그라운드 대사하는 60fps 무지연 보상 엔진 구현.","보상 수령 체감 레이턴시 0ms 달성, 네트워크 불안정 시 중복 오류 100% 방지 및 무지연 파티클 연출 직결.",작업대기,"src/views/QuestAchievementView.tsx, src/lib/IdempotentClaimQueue.ts, src/lib/OptimisticRewardManager.ts"
SCR-11-17,퀘스트 & 업적 센터 (QuestAchievementView),디자인,사용성,어떤 퀘스트가 완료 직전인지 한눈에 보기 어렵고 스크롤을 길게 내려야 달성 임박 퀘스트를 찾을 수 있어 100dvh에서 선별 피로도 가중.,100dvh 상단에 '달성 임박순(80% 이상 우선) / 보상 가치순' 원터치 정렬 퀵 필터 칩(44px) 배치 및 카드 좌측에 실시간 잔여 진척도를 보여주는 마이크로 도넛 링 구축.,"달성 임박 퀘스트 탐색 시간 70% 단축(25초 -> 7초), 퀘스트 목표 명확화로 일일 미션 달성 완료율 40% 증가.",작업대기,"src/views/QuestAchievementView.tsx, src/components/QuestPriorityFilterBar.tsx, src/components/MicroDonutProgressRing.tsx"
SCR-11-18,퀘스트 & 업적 센터 (QuestAchievementView),기획,과금전환,장기 누적 업적 달성 시 단순 칭호 하나만 지급되어 엔드 콘텐츠급 업적 달성 코어 유저의 성취감과 지속 동기부여 약화.,"상위 업적 달성 시 게임 여정이 3D 스토리북으로 펼쳐지는 '영웅의 연대기' 시네마틱 해금 및 상위 5% 독점 '업적 마스터 골든 트로피 패키지(2,500원)' 연동.","코어 유저 엔드게임 업적 달성 몰입도 55% 증가, 고난도 업적 달성 후 한정 패키지 결제 전환율 7.4% 달성 및 자긍심 극대화.",작업대기,"src/views/QuestAchievementView.tsx, src/components/HeroChronicleStorybook.tsx, src/views/ShopView.tsx"
SCR-12-16,환경설정 & 계정/보상 센터 (SettingRewardView),개발,성능,언어 변경 시 수 MB의 다국어 JSON을 일시에 파싱하고 전체 리액트 트리를 리렌더링하여 150ms 이상 화면 프리징 발생.,i18n 리소스를 뷰 단위로 청크 분할하고 ETag 기반 로컬 스토리지 캐싱을 적용하여 변경된 뷰의 텍스트 노드만 단일 프레임 내 마이크로 스왑하는 60fps 엔진 구축.,"언어 변경 시 화면 전환 렉 제로화(150ms -> 10ms), 초기 번들 크기 70% 절감 및 글로벌 다국어 유저 이탈 방지.",작업대기,"src/views/SettingRewardView.tsx, src/i18n/LanguageChunkLoader.ts, src/lib/I18nCacheManager.ts"
SCR-12-17,환경설정 & 계정/보상 센터 (SettingRewardView),디자인,사용성,스마트폰과 PC/태블릿 간 기기 전환 시 매번 아이디/비밀번호 타이핑 및 2차 인증으로 100dvh 화면에서 로그인 피로도 가중.,100dvh 하단에 '1-Tap 기기 연동 QR 코드 생성/스캐너' 바텀시트(48px)를 구축하여 화면을 비추면 0.1초 만에 계정 세션이 연동되는 인스턴트 핸드오프 UX 구현.,"기기 변경 로그인 시간 85% 단축(40초 -> 3초), 키보드 타이핑 오류 제로화 및 멀티 디바이스 만족도 극대화.",작업대기,"src/views/SettingRewardView.tsx, src/components/QrCodeHandoffModal.tsx, src/lib/DeviceHandoffManager.ts"
SCR-12-18,환경설정 & 계정/보상 센터 (SettingRewardView),기획,과금전환,"설정 내 '크레딧' 탭이 정적 텍스트에 불과해 열람 유인이 없고, 열성 유저가 게임 역사에 이름을 남길 수 있는 명예 후원 모델 부재.","닉네임과 대표 카드가 별자리로 반짝이는 '3D 인터랙티브 엔드 크레딧' 신설 및 크레딧 영구 등재와 골든 테두리를 주는 '파운더스 후원자 명예 패키지(3,300원)' 연동.","크레딧 탭 방문율 4배 증가, 팬덤의 자발적 개발 후원 결제 전환율 6.8% 달성 및 유저-개발사 유대감 극대화.",작업대기,"src/views/SettingRewardView.tsx, src/components/InteractiveCreditsRoll.tsx, src/views/ShopView.tsx"
SCR-01-19,메인 로비 & 홈 (HomeView),개발,성능,로비 진입 시 대용량 BGM(10MB) 일시 다운로드로 대역폭 점유 및 화면 전환 시 오디오 버퍼 락으로 50ms 프레임 저하 발생.,BGM을 2초 청크 단위로 스트리밍하는 AudioWorklet 스트리머를 구현하고 씬 전환 시 이퀄 파워 볼륨 크로스페이드를 적용하는 무중단 60fps 파이프라인 구축.,"BGM 초기 로딩 트래픽 80% 절감, 화면 전환 시 오디오 끊김/프레임 튐 제로화 및 모바일 메모리 45MB 절약.",작업대기,"src/views/HomeView.tsx, src/workers/AudioStreamWorklet.ts, src/lib/BgmCrossfadeManager.ts"
SCR-01-20,메인 로비 & 홈 (HomeView),디자인,사용성,12개 이상 화면과 방대한 콘텐츠(카드/주식 등) 탐색을 위해 여러 탭을 오가는 모바일 네비게이션 피로도 발생.,100dvh 하단 스와이프 업 시 열리는 스포트라이트 '스마트 퀵 커맨드 런처(48px)' 구축 및 키워드 1글자 입력 시 즉시 딥링크 이동 원터치 UX 구현.,"목표 콘텐츠 이동 시간 75% 단축(15초 -> 3.5초), 모바일 공간 활용성 극대화 및 탐색 스트레스 제로화.",작업대기,"src/views/HomeView.tsx, src/components/QuickCommandLauncher.tsx, src/lib/DeepLinkRouter.ts"
SCR-01-21,메인 로비 & 홈 (HomeView),기획,과금전환,대표 캐릭터와의 인터랙션이 단순 대사 출력에 그쳐 지속적 애착 형성이 어렵고 감성 중심 유저층을 위한 과금 모델 부재.,"호감도 레벨 상승 시 전용 스토리와 일러스트가 해금되는 '비밀 데이트 에피소드' 시스템 도입 및 호감도 2배 '달콤 선물 박스(1,200원)' 타임딜 연동.","캐릭터 애착 유저의 일일 로비 체류 시간 45% 증가, 감성 선물 패키지 결제 전환율 6.7% 신규 달성 및 IP 파워 강화.",작업대기,"src/views/HomeView.tsx, src/components/SecretDateEpisodeModal.tsx, src/views/ShopView.tsx"
