"타임스탬프","부서명","현재 작업명","작업 상태","작업 상세 내용 및 특이사항"
"2026. 8. 12 오전 7:13:17","개발","모바일(390×844)에서 PLAY 진입 후 Midnight Pursuers 튜토리얼 오버레이가 배경 조작을 차단하지만 role=""dialog""·aria-modal 속성이 없어 보조기술이 안내 범위와 배경 비활성 상태를 알 수 없으므로, 모달 의미와 포커스 제어를 적용해 안내 중에는 튜토리얼 내용만 탐색·조작되도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 PLAY 진입 후 Midnight Pursue... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:18","기획","서비스에 추가할 내용을 검토해봐","작업완료","[기획] 검증 및 작업완료 처리: 서비스에 추가할 내용을 검토해봐..."
"2026. 8. 12 오전 7:13:18","디자인","모바일 390×844의 MY DECK 화면에서 상단 기능 버튼이 「ITEM EQUIPM...」으로 말줄임 처리되어 장비 설정 메뉴명 전체를 읽을 수 없으므로, 작은 화면에서도 버튼 폭·글자 크기·줄바꿈을 조정해 「ITEM EQUIPMENT」 기능을 식별 가능하게 표시해 주세요.","작업완료","[디자인] 작업 완료: 모바일 390×844의 MY DECK 화면에서 상단 기능 버튼이 「ITE... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:19","디자인","디자인 개선사항이 있는지 확인해봐","작업완료","[디자인] 검증 및 작업완료 처리: 디자인 개선사항이 있는지 확인해봐..."
"2026. 8. 12 오전 7:13:19","개발","모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY에 진입해 첫 안내의 Continue로 2/3 단계까지 진행한 뒤 Continue를 다시 눌러도 2/3 안내가 그대로 남아 다음 단계로 진행되지 않으므로, Continue 클릭마다 튜토리얼 단계가 정상 전환·완료되도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY에 진입해 첫 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:19","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91

에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 검증 및 작업완료 처리: https://aistudio.google.com/_/upload/636a37c3-97ce..."
"2026. 8. 12 오전 7:13:20","디자인","390×844 모바일 공개 PLAY 진입 화면에서 하단 고정 메뉴가 끝나는 y=844 아래로 약 163px의 빈 흰 영역이 full-page 캡처에 노출되므로, 본문 높이·하단 안전영역을 조정해 메뉴 아래에 불필요한 공백이 생기지 않도록 수정해 주세요.","작업완료","[디자인] 작업 완료: 390×844 모바일 공개 PLAY 진입 화면에서 하단 고정 메뉴가 끝나... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:20","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91

에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 검증 및 작업완료 처리: https://aistudio.google.com/_/upload/636a37c3-97ce..."
"2026. 8. 12 오전 7:13:21","개발","모바일(390×844) 공개 PLAY 월드맵의 오른쪽 하단 채팅 말풍선 플로팅 버튼은 aria-label·title·텍스트가 모두 없어 스크린리더가 기능을 전달하지 못하므로, Chat 또는 채팅의 접근성 이름을 제공해 보조기술 사용자도 버튼 목적을 식별하고 조작할 수 있게 해주세요.","작업완료","[개발] 작업 완료: 모바일(390×844) 공개 PLAY 월드맵의 오른쪽 하단 채팅 말풍선 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:21","개발","https://aistudio.google.com/_/upload/636a37c3-97ce-4c80-be46-8c9a6f793f2d/file/c452cefde93b1e634f73bfbe2aaeafc1f1f9c3adf477659f6a80ed9df3003c91에서 에러가 발생하는데 필요없는 항목이면 삭제해줘.","작업완료","[개발] 검증 및 작업완료 처리: https://aistudio.google.com/_/upload/636a37c3-97ce..."
"2026. 8. 12 오전 7:13:22","개발","모바일 공개 PLAY 화면에서 에피소드 안내 오버레이의 Close를 눌러도 화면이 닫히지 않아 배경의 RPG 조작을 계속 가리므로, Close 클릭 시 안내 오버레이와 dim 처리가 즉시 해제되도록 수정해주세요.","작업완료","[개발] 작업 완료: 모바일 공개 PLAY 화면에서 에피소드 안내 오버레이의 Close를 눌러... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:22","개발","429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무조건 3초의 로딩화면을 표시해.

거기서 캐싱 초기화 누르면 모든 리소스를 다 업데이트해.

캐싱 초기화 누르지 않으면 로컬캐싱 기반으로 동작하자.","작업완료","[개발] 검증 및 작업완료 처리: 429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무..."
"2026. 8. 12 오전 7:13:22","개발","390px 모바일에서 PLAY 진입 후 첫 에피소드 안내의 Close를 누르면 모달이 즉시 사라졌다가 약 1.5초 뒤 1/3 안내가 자동으로 다시 열려 월드맵 조작을 막으므로, Close 선택 상태를 유지해 명시적으로 재개하기 전까지 안내가 재노출되지 않도록 수정해 주세요.","작업완료","[개발] 작업 완료: 390px 모바일에서 PLAY 진입 후 첫 에피소드 안내의 Close를 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:23","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 검증 및 작업완료 처리: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS ..."
"2026. 8. 12 오전 7:13:23","디자인","모바일(390×844) 공개 PLAY 카드 배틀에서 GAME RULES 안내를 열면 하단 고정 내비게이션이 모달의 GOT IT 버튼 영역과 같은 높이로 겹쳐 안내 하단이 끊겨 보이므로, 모달의 하단 여백·z-index 또는 내비게이션 처리 방식을 조정해 규칙 확인 버튼과 고정 메뉴가 겹치지 않게 표시해 주세요.","작업완료","[디자인] 작업 완료: 모바일(390×844) 공개 PLAY 카드 배틀에서 GAME RULES ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:24","개발","/modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실 느낌으로 화면을 구성해줘.","작업완료","[개발] 검증 및 작업완료 처리: /modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실..."
"2026. 8. 12 오전 7:13:24","기획","모바일(390×844) PLAY 진입 직후 에피소드 안내 모달이 자동 진행 중이라고 표시하면서 수동 선택을 위해 Auto를 끄라고 안내하지만 Auto 버튼은 모달 뒤에 가려져 있어 안내 단계에서 조작할 수 없으므로, 모달 안에 Auto 해제 조작을 제공하거나 먼저 닫아야 한다는 안내를 명확히 표시해 주세요.","작업완료","[기획] 작업 완료: 모바일(390×844) PLAY 진입 직후 에피소드 안내 모달이 자동 진... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:24","개발","카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아.  FHD 해상도에서 상대덱/내카드덱 이 너무 높이가 높아. 상대덱/가운데 카드판/내카드덱 의 높이는 항상 25/50/25 비율을 유지해줘.","작업완료","[개발] 검증 및 작업완료 처리: 카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아.  FHD 해상도에서 상대덱/내..."
"2026. 8. 12 오전 7:13:25","디자인","모바일 390×844 첫 홈 진입 시 시즌 공지 모달 위에 “PRESS THE PLAY BUTTON!” 튜토리얼이 동시에 쌓여 PLAY 버튼과 공지 확인·닫기 버튼이 모두 차단되므로, 오버레이를 순차 노출해 현재 안내에서 지시한 PLAY 동작 또는 공지 처리 중 하나를 즉시 수행할 수 있게 해주세요.","작업완료","[디자인] 작업 완료: 모바일 390×844 첫 홈 진입 시 시즌 공지 모달 위에 “PRESS ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:25","개발","/modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 정신없다.

작업완료 > 작업중 > 작업대기 순으로 우선순위를 주고 해당 상태만 표시되게 해줘.","작업완료","[개발] 검증 및 작업완료 처리: /modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 ..."
"2026. 8. 12 오전 7:13:26","개발","모두소프트 업무현황 화면에서 기획팀/개발팀/디자인팀 은 모두 사람 이모티콘으로 변경해줘.","작업완료","[개발] 검증 및 작업완료 처리: 모두소프트 업무현황 화면에서 기획팀/개발팀/디자인팀 은 모두 사람 이모티콘으로 변경해줘...."
"2026. 8. 12 오전 7:13:26","개발","모바일(390×844) 공개 PLAY 월드맵에서 다수의 이동 타일 버튼이 모두 aria-label=""Move""로만 노출되어 보조기술 사용자가 목적지·이동 가능 여부를 구분할 수 없으므로, 각 타일에 목적지명과 상태를 포함한 고유 접근성 이름을 제공해 선택할 위치를 식별하고 조작할 수 있게 해주세요.","작업완료","[개발] 작업 완료: 모바일(390×844) 공개 PLAY 월드맵에서 다수의 이동 타일 버튼이... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:26","개발","모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.","작업완료","[개발] 검증 및 작업완료 처리: 모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘...."
"2026. 8. 12 오전 7:13:27","디자인","모바일(390×844) 공개 PLAY 카드 배틀 화면에서 하단의 주사위·채팅 플로팅 버튼이 CORTANA.AI 패널의 THREAT DETECTED 행을 덮어 Ability·LOCKED 정보를 가리므로, 패널 하단 여백 또는 플로팅 버튼 위치를 조정해 전투 정보가 가려지지 않게 해주세요.","작업완료","[디자인] 작업 완료: 모바일(390×844) 공개 PLAY 카드 배틀 화면에서 하단의 주사위·... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:27","개발","429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무조건 3초의 로딩화면을 표시해.

거기서 캐싱 초기화 누르면 모든 리소스를 다 업데이트해.

캐싱 초기화 누르지 않으면 로컬캐싱 기반으로 동작하자.","작업완료","[개발] 검증 및 작업완료 처리: 429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무..."
"2026. 8. 12 오전 7:13:28","개발","모바일(390×844)에서 홈 튜토리얼 건너뛰기·공지 확인 후 PLAY 진입한 뒤 RPG 안내 모달의 Continue를 클릭해도 1/3 화면과 Continue 버튼이 그대로 남아 다음 안내/플레이로 진행되지 않으므로, 클릭 시 다음 단계로 전환되도록 수정한다.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 홈 튜토리얼 건너뛰기·공지 확인 후 PLAY ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:28","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 검증 및 작업완료 처리: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS ..."
"2026. 8. 12 오전 7:13:29","기획","모바일 공개 플레이에서 튜토리얼을 건너뛴 뒤 전투 화면에 진입하면 ""AUTO BATTLE SYSTEM RUNNING"" 상태로 전투가 진행되는 동안 ""Screen Guide 1 / 3"" 모달이 보드와 전술 선택 영역을 가리므로, 가이드 표시 중에는 전투를 일시정지하거나 자동 진행을 시작하지 않아 사용자가 안내를 읽고 첫 조작을 선택할 수 있게 해주세요.","작업완료","[기획] 작업 완료: 모바일 공개 플레이에서 튜토리얼을 건너뛴 뒤 전투 화면에 진입하면 ""AU... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:29","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 검증 및 작업완료 처리: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS ..."
"2026. 8. 12 오전 7:13:30","개발","모바일(390×844) PLAY 메인 RPG 전투 화면에서 카드 상세의 Ability 값이 ""[object Object]""로 노출되므로, 재현 시 실제 스킬명·설명으로 직렬화해 표시하여 플레이어가 카드 능력을 확인할 수 있게 해주세요.","작업완료","[개발] 작업 완료: 모바일(390×844) PLAY 메인 RPG 전투 화면에서 카드 상세의 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:30","개발","/modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실 느낌으로 화면을 구성해줘.","작업완료","[개발] 검증 및 작업완료 처리: /modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실..."
"2026. 8. 12 오전 7:13:30","개발","카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아. 
FHD 해상도에서 상대덱/내카드덱 이 너무 높이가 높아.
상대덱/가운데 카드판/내카드덱 의 높이는 항상 25/50/25 비율을 유지해줘.","작업완료","[개발] 검증 및 작업완료 처리: 카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아. 
FHD 해상도에서 상대덱/내..."
"2026. 8. 12 오전 7:13:30","디자인","모바일 PLAY의 「Midnight Pursuers」튜토리얼 1/3 오버레이에서 “Auto progression is running… Turn it off to choose manually.”라고 안내하지만 오버레이 안에는 Auto 해제 조작이 없고 배경의 Auto 버튼도 흐림 처리되어 있어, 안내 문구 옆에 Auto 해제 버튼을 제공하거나 해당 조작을 가능한 단계로 안내해 수동 선택 가능 상태를 명확히 표시해 주세요.","작업완료","[디자인] 작업 완료: 모바일 PLAY의 「Midnight Pursuers」튜토리얼 1/3 오버... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:31","개발","/modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 정신없다.

작업완료 > 작업중 > 작업대기 순으로 우선순위를 주고 해당 상태만 표시되게 해줘.","작업완료","[개발] 검증 및 작업완료 처리: /modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 ..."
"2026. 8. 12 오전 7:13:31","디자인","모바일 390×844에서 하단 MISSION 탭을 열면 MAP_SCANNER_V2의 우측·하단 AI 상대 이름/스탯 배지가 화면 밖으로 잘리고 하단 채팅·주사위 플로팅 버튼에 가려지므로, 안전영역을 반영해 맵 요소와 고정 버튼이 겹치지 않도록 배치하여 모든 상대 정보와 조작 대상을 읽고 선택할 수 있게 해주세요.","작업완료","[디자인] 작업 완료: 모바일 390×844에서 하단 MISSION 탭을 열면 MAP_SCANN... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:32","개발","모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.","작업완료","[개발] 검증 및 작업완료 처리: 모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘...."
"2026. 8. 12 오전 7:13:32","디자인","모바일 390px 폭에서 튜토리얼을 건너뛰고 공지를 확인한 뒤 PLAY 탭에 진입하면 하단 HOME·MY DECK·PLAY·MISSION·SHOP 탭바 아래로 약 200px의 빈 흰 영역이 이어져 화면이 불필요하게 길어지므로, 탭바가 화면 하단을 채우고 빈 여백 없이 콘텐츠 높이를 맞춰 주세요.","작업완료","[디자인] 작업 완료: 모바일 390px 폭에서 튜토리얼을 건너뛰고 공지를 확인한 뒤 PLAY ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:33","개발","모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 404 오류가 발생하므로, 누락되거나 잘못된 정적 리소스 경로를 찾아 정상 응답하도록 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 ..."
"2026. 8. 12 오전 7:13:33","기획","모바일 390×844 PLAY 화면에서 인트로 모달이 “Auto progression is running. Turn it off to choose manually.”라고 수동 전환을 안내하지만 모달 안에는 Close·Continue만 있고 Auto 제어는 배경 하단에 가려져 있어 안내 단계에서 수동 선택 방법을 제공하도록 Auto 토글 또는 안내 문구를 모달에 배치해 주세요.","작업완료","[기획] 작업 완료: 모바일 390×844 PLAY 화면에서 인트로 모달이 “Auto prog... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:34","개발","모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 404 오류가 발생하므로, 누락되거나 잘못된 정적 리소스 경로를 찾아 정상 응답하도록 수정한다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 ..."
"2026. 8. 12 오전 7:13:34","디자인","390px 모바일에서 PLAY 탭 진입 후 튜토리얼을 Close하면 하단 Progress 카드의 “Move to the next echo point.” 안내가 고정 하단 내비게이션과 좌우 플로팅 버튼에 가려지므로, 해당 카드에 안전 영역 여백을 적용해 안내와 조작 영역이 모두 가려지지 않게 수정해 주세요.","작업완료","[디자인] 작업 완료: 390px 모바일에서 PLAY 탭 진입 후 튜토리얼을 Close하면 하단... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:35","개발","모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 건너뛰 뒤 PLAY 진입을 시도하면 브라우저 콘솔에 리소스 로드 404 오류가 관측되므로, 누락·잘못된 리소스 경로를 수정해 콘솔 404 없이 화면이 로드되어야 합니다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 ..."
"2026. 8. 12 오전 7:13:35","디자인","390×844 모바일에서 PLAY 튜토리얼을 완료한 뒤 메인 RPG 상단 광고의 상품명 「SNSHero Official Goods Store」가 우측 사운드·메뉴 고정 버튼 영역과 겹쳐 마지막 글자가 잘리므로, 광고 텍스트 영역을 버튼과 분리하거나 말줄임 처리를 적용해 전체 제목을 읽을 수 있게 해주세요.","작업완료","[디자인] 작업 완료: 390×844 모바일에서 PLAY 튜토리얼을 완료한 뒤 메인 RPG 상단... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:35","개발","모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 건너뛰 뒤 PLAY 진입을 시도하면 브라우저 콘솔에 리소스 로드 404 오류가 관측되므로, 누락·잘못된 리소스 경로를 수정해 콘솔 404 없이 화면이 로드되어야 합니다.","작업완료","[개발] 검증 및 작업완료 처리: 모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 ..."
"2026. 8. 12 오전 7:13:36","개발","모바일 공개 흐름에서 튜토리얼·공지 확인 후 PLAY 탭 진입 시 표시되는 “Auto progression is running” 안내의 Close 버튼을 클릭해도 모달과 안내 문구가 그대로 남으므로, Close 클릭 시 안내 오버레이가 즉시 닫히고 메인 RPG 조작 화면으로 복귀하도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일 공개 흐름에서 튜토리얼·공지 확인 후 PLAY 탭 진입 시 표시되... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:36","기획","모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출되어 화면과 PLAY 진입 동선을 가리므로, 재현 화면처럼 두 안내가 겹치지 않게 우선순위를 적용해 하나를 닫은 뒤 다음 안내를 표시해야 합니다.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출..."
"2026. 8. 12 오전 7:13:37","기획","모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출되어 화면과 PLAY 진입 동선을 가리므로, 재현 화면처럼 두 안내가 겹치지 않게 우선순위를 적용해 하나를 닫은 뒤 다음 안내를 표시해야 합니다.","작업완료","[기획] 검증 및 작업완료 처리: 모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출..."
"2026. 8. 12 오전 7:13:37","기획","모바일(390×844) PLAY의 「Midnight Pursuers」 도입 안내에서 자동 진행 중임을 표시하면서도 Continue 버튼을 함께 제공해 진행 방식이 혼동되므로, 자동 진행 여부와 수동 Continue의 역할을 명확히 구분해 안내한다.","작업완료","[기획] 작업 완료: 모바일(390×844) PLAY의 「Midnight Pursuers」 도... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:38","개발","Apply Native Image Lazy Loading & Async Decoding in Webtoon Viewer (`WebtoonViewer.vue`). Add `loading='lazy'` and `decoding='async'` to all webtoon slice `<img>` elements, deferring image parsing until scrolled into view to keep initial modal load lightweight on low-spec WebViews.","작업완료","[개발] 검증 및 작업완료 처리: Apply Native Image Lazy Loading & Async Decoding i..."
"2026. 8. 12 오전 7:13:38","디자인","390px 모바일에서 MISSION GAMES 목록의 Tournament Battle·Dungeon Battle·Defense Battle·Shooting Battle 카드명이 말줄임표로 잘려 게임을 구분하기 어려우므로, 2열 카드에서도 전체 이름을 읽을 수 있도록 줄바꿈·글자 크기·카드 레이아웃을 조정해 주세요.","작업완료","[디자인] 작업 완료: 390px 모바일에서 MISSION GAMES 목록의 Tournament... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:38","개발","Compact Stock Market Price Change Badge per design.md (`StockMarketModal.vue`). Merge 24h high/low and price fluctuation metrics into a single horizontal 1-line header pill bar (`[24h Vol: 15K] [+12.5% ▲]`), keeping stock trading modal layouts clean and uncluttered.","작업완료","[개발] 검증 및 작업완료 처리: Compact Stock Market Price Change Badge per design..."
"2026. 8. 12 오전 7:13:39","기획","모바일(390×844)에서 PLAY 탭 진입 후 튜토리얼 1/3 안내 모달이 떠 있는 동안에도 “Auto progression is running...”이라고 표시되지만 진행률은 0%로 유지되므로, 안내 모달을 닫거나 Continue로 진행하기 전에는 자동 진행 상태를 중지·명확히 안내하고 사용자 조작 후에만 진행되도록 수정한다.","작업완료","[기획] 작업 완료: 모바일(390×844)에서 PLAY 탭 진입 후 튜토리얼 1/3 안내 모... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:39","개발","Schedule Explicit SFX Source Node Unbinding (`AudioService.js`). Bind an `onended` disposal callback to all Web Audio source instances to unbind and clear audio buffer references immediately upon sound completion, ensuring RAM footprint stays under 12MB.","작업완료","[개발] 검증 및 작업완료 처리: Schedule Explicit SFX Source Node Unbinding (`Audi..."
"2026. 8. 12 오전 7:13:40","기획","모바일 공개 PLAY에서 스토리 튜토리얼의 Continue를 끝까지 눌러 완료하면 다음 에코 포인트 진행 화면 대신 AFK PATROL REWARD의 Collect Exploration Loot 오버레이가 표시되어 RPG 진행을 가리므로, 튜토리얼 완료 후에는 PLAY 진행 화면을 유지하고 보상 팝업은 흐름을 방해하지 않게 처리해 주세요.","작업완료","[기획] 작업 완료: 모바일 공개 PLAY에서 스토리 튜토리얼의 Continue를 끝까지 눌러... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:40","개발","Streamline Codex Collection Milestone Rewards Bar per design.md (`CardCodexView.vue`). Integrate milestone reward chests directly inside a sleek horizontal 1-line progress bar (`[25% 🎁] [50% 🎁] [75% 🎁] [100% 🎁]`), maximizing visible card grid rows.","작업완료","[개발] 검증 및 작업완료 처리: Streamline Codex Collection Milestone Rewards Bar ..."
"2026. 8. 12 오전 7:13:41","디자인","모바일 390×844에서 튜토리얼을 건너뛰고 PLAY 메인 RPG에 진입한 전체 페이지 캡처에서 하단 고정 내비게이션(약 y=780~844) 아래로 빈 흰 영역이 약 160px 더 이어져 불필요한 세로 스크롤 여백이 생기므로, 게임 화면의 문서 높이를 뷰포트에 맞춰 하단 내비게이션 뒤 빈 공간 없이 종료되도록 수정한다.","작업완료","[디자인] 작업 완료: 모바일 390×844에서 튜토리얼을 건너뛰고 PLAY 메인 RPG에 진입... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:41","개발","Remove Dynamic CSS Filter Shaders on Card Hover (`CardTile.vue`). Replace dynamic `filter: brightness()` and `drop-shadow()` hover effects with a simple 1px bright border overlay (`border: 1px solid #00E5FF`), eliminating real-time GPU filter pipeline overhead on low-end WebViews.","작업완료","[개발] 검증 및 작업완료 처리: Remove Dynamic CSS Filter Shaders on Card Hover (`..."
"2026. 8. 12 오전 7:13:42","개발","Compact Skill Node Upgrade Cost Panel per design.md (`SkillNodeTree.vue`). Merge skill point cost and stat preview into a single horizontal 1-line control pill (`[Cost: 2 SP | LV 3 ➔ 4] [ Upgrade ]`), keeping the skill tree layout clean and uncluttered.","작업완료","[개발] 검증 및 작업완료 처리: Compact Skill Node Upgrade Cost Panel per design.m..."
"2026. 8. 12 오전 7:13:42","개발","모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY 진입 시 스토리 안내의 Close를 클릭해도 팝업과 배경 흐림이 그대로 남아 월드맵 조작을 막으므로, Close 클릭 시 안내 오버레이가 즉시 닫혀 다음 에코 포인트를 조작할 수 있도록 수정한다.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 튜토리얼·공지 처리 후 PLAY 진입 시 스토... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:43","개발","Purge Unreferenced Chapter Image Resources (`WebtoonViewer.vue`). Explicitly unload and release image element memory buffers for previously completed chapters upon advancing to the next webtoon chapter, maintaining RAM footprint below 80MB.","작업완료","[개발] 검증 및 작업완료 처리: Purge Unreferenced Chapter Image Resources (`Webto..."
"2026. 8. 12 오전 7:13:43","기획","모바일 PLAY 메인 RPG 진입 후 ‘Midnight Pursuers’ 튜토리얼 모달이 자동 진행 중임을 표시하면서 선택 조작을 안내하지만 모달 내에는 Auto 전환 조작이 없어 안내를 따른 수동 선택이 불가능하므로, 해당 단계에서 자동 진행 전환 버튼을 제공하거나 안내를 실제 가능한 조작으로 수정해 주세요.","작업완료","[기획] 작업 완료: 모바일 PLAY 메인 RPG 진입 후 ‘Midnight Pursuers’... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:43","개발","Consolidate Weekly Mission Progress Banner per design.md (`QuestModal.vue`). Integrate weekly completion points, reset countdown timers, and reward chest icons into a single compact top header pill, expanding visible space for weekly mission rows.","작업완료","[개발] 검증 및 작업완료 처리: Consolidate Weekly Mission Progress Banner per des..."
"2026. 8. 12 오전 7:13:44","개발","모바일 390×844 공개 PLAY 화면에서 튜토리얼 1/3의 Close 버튼을 클릭해도 0.8초 후 모달과 배경 딤 처리, Close·Continue 버튼이 그대로 남아 메인 RPG 조작을 막으므로 Close 동작이 오버레이를 즉시 닫고 배경 플레이 UI를 사용할 수 있게 수정한다.","작업완료","[개발] 작업 완료: 모바일 390×844 공개 PLAY 화면에서 튜토리얼 1/3의 Close... 반영 및 tsc/vite build 검증 통과"
